﻿﻿restaurant_id,wine_name,producer,vintage,price,bottle_size,section,acidity,tannin,body,texture,pairing_tags,insider_note,data_source
ci siamo,Prosecco Veneto,Ananas,NV,68,750ml,General,9,5,3,crisp,"aperitif,shellfish,salad,light_pasta,soft_cheese,fruit_dessert,brunch","A bright, fruit-forward Veneto Prosecco with notes of green apple, melon and honey, this works best well-chilled as an aperitif or with light dishes; avoid heavy red-meat pairings that will overwhelm its delicate body and crisp profile.",API_PERPLEXITY_GOD_FINAL
ci siamo,arneis · roero · san bernardino,Renzo Seghesio,2024,68,750ml,General,6,6,7,Balanced,"light appetisers, fish dishes, seafood","Fresh and harmonious Roero Arneis from San Bernardino estate in Vezza d’Alba, featuring citrus, apricot, apple, and floral notes with sandy-calcareous soils imparting salinity; refined in steel for delicacy.",SAFE_FALLBACK_V35
ci siamo,vespaiolo,Contra Soarda,2023,68,750ml,General,8,5,8,crisp,"goat_cheese,seafood,vegetables,aperitif,salad,soft_cheese","High-acid, mineral Vespaiolo from volcanic soils; expect citrus (Meyer lemon, tangelo), green apple and stone fruit with a surprisingly rich but very fresh, dry finish—think of it as a characterful Veneto alternative to Sauvignon Blanc.",API_PERPLEXITY_GOD_FINAL
ci siamo,ribolla gialla,Ronchi di Cialla,2024,68,750ml,General,6,6,7,Balanced,"seafood,fish,light dishes,Friulian cuisine","Ronchi di Cialla's Ribolla Gialla from the Cru Cialla subzone is a native Friuli white, often barrel-aged since 1977 for natural stabilization, emphasizing typicity from Eocene marl soils in the wooded Cialla valley.",SAFE_FALLBACK_V35
ci siamo,bardolino chiaretto · rodon,LE FRAGHE,2023,68,750ml,General,6,6,7,Balanced,"aperitif, seafood, lake_fish, fried_foods, salads, light_pasta","Organic Corvina–Rondinella rosé from Lake Garda with bright strawberry, citrus and floral notes; high freshness and savory salinity make it a go-to summer aperitif and a benchmark for Bardolino Chiaretto.",SAFE_FALLBACK_V35
ci siamo,Ruché di Castagnole Monferrato,La Miraja,2021,68,750ml,General,7,8,6,soft,"spicy dishes, ethnic cuisine, fish, hazelnut cake",Ruchè features primary floral aromas with surprising structure and tannins despite its delicate scent; evolves in bottle up to 5 years while preserving fragrance[2][4],API_PERPLEXITY_GOD_FINAL
ci siamo,schiava · vigneti delle dolomiti,FERRUCCIO CARLOTTO,2023,68,750ml,General,7,8,3,smooth,"cold cuts, vegetable soups, antipasti di terra, primi di mare","Light-bodied Schiava from alluvial soils in Ora, Alto Adige; fresh, fruity with raspberry notes, balanced tannins, ideal for easy drinking.",API_PERPLEXITY_GOD_FINAL
ci siamo,montepulciano d'abruzzo,TIBERIO,2022,68,750ml,General,7,8,6,velvety,"red meats, aged cheeses, grilled meats, saucy pasta, Mediterranean cuisine","Montepulciano d'Abruzzo from Tiberio exemplifies the variety's evolution: traditional rustic charm with modern depth, offering juicy dark fruits, soft tannins, and velvety texture; oak-aged versions add spice and mocha notes for complexity.",API_PERPLEXITY_GOD_FINAL
ci siamo,primitivo · lush & zin,PASQUA,2023,68,750ml,General,7,8,6,warm & velvety,"bbq_meats, red_meat, roast_meat, hard_cheese, aged_cheese, pizza, mushroom_pasta","Modern Primitivo made in a plush, fruit-forward style: expect ripe plum and red fruit with vanilla, coffee and cocoa notes, soft tannins, and a rounded, crowd-pleasing palate that drinks well on its own or with casual comfort food.",API_PERPLEXITY_GOD_FINAL
ci siamo,primitivo,PERRINI,2022,68,750ml,General,7,8,6,velvety,"grilled meats, pasta, cheese","Certified organic Primitivo from old vines (30-60 years) in Puglia's Salento; balanced and savory with dark fruits, spice, and smooth tannins due to stainless steel aging and natural yeasts.",API_PERPLEXITY_GOD_FINAL
ci siamo,ciliegiolo di narni · asla,BUSSOLETTI,2024,68,750ml,General,8,8,3,juicy,"salumi, roasted chicken, light pork dishes, semi-aged cheeses, mushroom and truffle dishes, tomato-based pasta","Bussoletti’s Ciliegiolo di Narni Asla is all about fragrant red fruit and florals with bright, refreshing acidity and very gentle tannins, so treat it more like a serious, chillable bistro red than a structured Sangiovese—serve slightly cool (around 14–16°C) to sharpen the juicy cherry and berry notes and keep pairings on the lighter, savory side rather than heavily sauced or very fatty meats.",API_PERPLEXITY_GOD_FINAL
claud,"""1,000L"" riesling","haart, julian",2024,68,750ml,General,10,1,4,Racy,,,HEURISTIC_V33
claud,"""amber"" sierra foothills, california",la clarine farm,2022,68,750ml,General,8,8,3,silky,"middle-eastern, mezze, roast-chicken, hard-cheese, orange-wine-friendly, vegetarian","La Clarine Farm’s “Amber” is a skin-contact white from the Sierra Foothills made in a low-intervention style, so expect lifted acidity, moderate body, fine-grained tannin from the skins, and a gently rustic, savory edge; treat it like a lighter orange wine and serve slightly cool in a white wine glass.",API_PERPLEXITY_GOD_FINAL
penny,Cour-Cheverny,Philippe Tessier,2022,68,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Penedès 'Gres' xarel-lo,Anima Mundi,2024,68,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,'Please Clap',Hermann York,2024,68,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Vin de France 'Nouveau Nez',Romain le Bars,2024,68,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Priorat | 'Tot-Ú',El Mas de L’A,2020,68,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
via carota,"Trento, Brut",Cesarini Sforza,NV,68,750ml,General,9,1,5,Bubbles,,Elegant sparkling wine with refreshing acidity.,SAFE_FALLBACK_V35
marea,Capesante,,NV,67,750ml,General,8,1,6,"buttery, tender","NV Champagne, Blanc de Blancs, White Burgundy 2022, Scallops",Seared scallops sing with chalky Champagne or Burgundian Chardonnay.,NUCLEAR_MATCH_V8
marea,"Margaux, Cab. Sauvignon/Merlot/Cab. Franc/Petit Verdot",Chateau Giscours,2010,66,750ml,General,7,8,8,"suave, polished, classic Left Bank","Red Meat, Roast Lamb, Hard Cheese","Peak‑drink Margaux: cassis, cedar, fine tannins, great table versatility.",NUCLEAR_MATCH_V8
marea,Ippoglosso,,NV,66,750ml,General,8,1,7,"rich, oily","White Burgundy 2021, Vermentino, Fiano, Rich white fish",Halibut’s density takes to serious Burgundy or structured coastal whites.,NUCLEAR_MATCH_V8
marea,Spada,,NV,66,750ml,General,7,3,7,"meaty, firm","Cerasuolo d’Abruzzo, Etna Rosso, Rosato, Grilled swordfish","Swordfish loves rosato or very fresh, low-extraction reds.",NUCLEAR_MATCH_V8
torrisi,'Vin Gris de Cigare',Bonny Doon,2022,65,750ml,Orange & Rosé,7,2,5,"delicate, floral, silk","brunch, spiced_vegetables","Lifted, aromatic California rosé echoing Provence with New‑World fruit.",NUCLEAR_MATCH_V8
torrisi,Central Coast 'Vin Gris de Cigare',Bonny Doon,2022,65,750ml,Rose,8,3,6,Silky,"Seafood, Picnic","Ripe 2022, Grenache-based gris.",NUCLEAR_MATCH_V8
ci siamo,arneis · roero,Malvira,2023,65,750ml,General,8,5,3,crisp,"white_fish,shellfish,pasta_cream_sauce,roast_chicken,salads,vegetable_dishes,soft_cheese","Benchmark Roero Arneis: organically grown, stainless-steel aged, showing lifted white blossom, stone fruit and citrus with a saline, slightly bitter-almond finish; treat it like a more aromatic, lower-acid Chablis for food pairing and drink it young for maximum freshness.",API_PERPLEXITY_GOD_FINAL
ci siamo,chardonnay pays d'oc,Comtesse Marion,2022,65,750ml,General,6,1,7,Round,,,HEURISTIC_V33
ci siamo,rosabella,G.D. VAJRA,2024,65,750ml,General,9,5,6,bright,"tomato-based dishes, light appetizers","Zippy Piedmont rosé blending Nebbiolo with Barbera; bursts with tart cherry, rhubarb, strawberry, and mineral finish. Top-rated for freshness (91 pts), crisp and dry at 12% ABV.",API_PERPLEXITY_GOD_FINAL
ci siamo,Vespolina Favolalunga,Boniperti,2023,65,750ml,General,8,5,3,velvety,"roasted meats, rich pasta sauces, grilled fish","Light, spicy 100% Vespolina from Piedmont's Colline Novaresi; bursts with red cherry, white pepper, and floral notes; vibrant acidity and modest 12.5% ABV make it a fresh, food-friendly charmer.",API_PERPLEXITY_GOD_FINAL
claud,"""ayl - fass 1"" saar, trocken feinherb riesling","lauer, peter",2024,65,750ml,General,10,1,4,Racy,,,HEURISTIC_V33
claud,"predappio, romagna sangiovese","condello, chiara",2022,65,750ml,General,8,7,6,Savory,,,HEURISTIC_V33
milos,"Preknadi, Lofos",Klonas,2022,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Moschofilero, Mantinia Classic",Tselepos,2023,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Muscat, Sea and Sun (semi-sweet)",Savvoglou-Tsivolas,2022,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Xynisteri, Alina",Vouni Panayia,2022,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,Limnio,Savvoglou-Tsivolas,2021,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Maratheftiko/Mavro, Plakota",Vouni Panayia,2019,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Rioja (Garnacha),José Luis Ripa,2019,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,"Sciacarello, Vivian Vineyard, Clare Valley",Koerner,2018,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,"Saint Auguste, Méditerranée IGP",Triennes,NV,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Dolcetto d'Alba,E. Pira,2020,65,750ml,General,5,5,5,Crunchy,Salumi,"Little sweet one; almond, dark fruit.",GRAND_MASTER_V34
penny,'Bulle de Fort' cabernet franc,Domaine de la Chevalerie,2022,65,750ml,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
penny,Cheverny,Philippe Tessier,2024,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,'Eolienne',Mas d’Espanet,2021,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,Grüner Veltliner,Abbazia di Novacella,2024,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,"'Barbera/Freisa,' Langhe Rosso",G.D. Vajra,2022,65,750ml,General,8,6,5,Fresh,Pasta,Declassified Nebbiolo; fresh and bright.,GRAND_MASTER_V34
smith wollensky,Vernaccia di San Gimignano Tuscany,Toscolo,2023,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,"Mendoza, AR",Felino,2022,65,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,Rioja,Alegre Valganon,2022,64,750ml,Spain,7,4,7,Silky,"Beef, Paella","Rioja elegance, balanced fruit.",NUCLEAR_MATCH_V8
torrisi,Côtes de Provence,Triennes,2023,64,750ml,Orange & Rosé,7,2,5,"pale, easy, faintly saline","salade_niçoise, prosciutto_melon","Benchmark Provencal poolside rosé: whisper‑light, citrus, garrigue.",NUCLEAR_MATCH_V8
ci siamo,Rosato Spumante Pettirosso Pllegro,Aldo Viola,2022,64,750ml,General,6,6,7,Balanced,"seafood, grilled fish, light meats","Sparkling rosato from Sicilian natural producer Aldo Viola, likely crafted via saignée method with bright red fruits and vibrant bubbles; expect low-intervention style with minimal sulfur.",SAFE_FALLBACK_V35
ci siamo,fiano di irpinia,Ciro Picariello,2024,64,750ml,General,8,5,8,waxy,"shellfish, grilled fish, fried fish, seafood pasta, vegetable dishes, soft cheeses","Benchmark high-acid Fiano from Irpinia: expect pear, citrus, hazelnut and a subtly waxy texture that lets it age and stand up to richer seafood preparations.",API_PERPLEXITY_GOD_FINAL
ci siamo,cerasuolo di vittoria,GULFI,2023,64,750ml,General,7,8,3,silky,"pizza,pasta with tomato,grilled chicken,charcuterie,semi-hard cheeses,sicilian cuisine","Gulfi’s Cerasuolo di Vittoria typically leans toward the fragrant, red-fruited side of the style thanks to Frappato, with Nero d’Avola adding just enough grip and depth, so serve it slightly chilled (15–16°C) to highlight its cherry and pomegranate brightness without emphasizing tannin.",API_PERPLEXITY_GOD_FINAL
marea,Branzino (Main),,NV,62,750ml,General,8,1,6,"silky, refined","Etna Bianco, Lugana, Chablis, Grilled fish","Main-course branzino supports fuller, textural but still racy whites.",NUCLEAR_MATCH_V8
ci siamo,sangiovese · toscana,VECCHIE TERRE DI MONTEFILI,2022,62,750ml,General,8,7,6,Savory,,,HEURISTIC_V33
ci siamo,monica de sardegna · praja,CARDEDU,2024,62,750ml,General,8,8,3,chewy,"earthy dishes, grilled meats, Mediterranean cuisine","Chewy tannins and bright acidity make this organic Monica di Sardegna a versatile crowd-pleaser; serve slightly chilled to highlight dusty red fruit, figs, mint, and sage notes from sea-breeze vineyards.",API_PERPLEXITY_GOD_FINAL
ci siamo,Pinot Nero Tiamat,Cordero San Giorgio,2021,60,750ml,General,7,8,6,silky,"first courses with meat sauces, grilled red meats, roasted red meats","100% Pinot Noir from Oltrepò Pavese with bright red fruits, earthy undergrowth notes, fine soft tannins, and vibrant freshness; 93 points Wine Enthusiast 2020 vintage.",API_PERPLEXITY_GOD_FINAL
modern,"Les Allées de Cantemerle, Haut-Médoc",Cantemerle,2018,60,375ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,"Pinot Noir, Subsollum",Clos des Fous,2023,60,750ml,General,7,4,5,Silky,,,HEURISTIC_V33
modern,Rouge,Bürklin-Wolf,2020,60,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Arouce,Quinta de Foz,2013,60,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,Breganze Vespaiolo,Contra Soarda,2023,60,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
RH Guesthouse,Santa Ynez Valley,Lieu Dit,2022,60,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
RH Guesthouse,"Timorasso, Caespes",Ezio Poggio,NV,60,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,'Le Blanc' Alcohol-Free,French Bloom,NV,60,750ml,General,8,1,6,Crisp,,Classic white wine profile; bright and food-friendly.,SAFE_FALLBACK_V35
smith wollensky,Müller-Thurgau Yamhill-Carlton,Anne Amie Vineyards,2023,60,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
marea,Unknown,Warre's,1994,58,750ml,In Chiusura,7,7,9,"sweet, firm, warming, polished","Blue Cheese, Chocolate, Cigar","1994 Warre's: mature vintage Port, spice‑laden and complex.",NUCLEAR_MATCH_V8
marea,Risotto All'Aragosta,,NV,58,750ml,General,8,1,7,"opulent, glossy","Vintage Champagne, Chardonnay, Franciacorta, Lobster risotto",Lobster risotto embraces rich Champagne or barrel-fermented Chardonnay.,NUCLEAR_MATCH_V8
claud,"""vertigo"" feinherb riesling","kilburg, max",2024,58,750ml,General,10,1,4,Racy,,,HEURISTIC_V33
torrisi,Grappa Di Amarone,Capovilla,NV,57,750ml,Grappa,6,1,5,Rich,"Chocolate, Dried Fruit","Amarone grappa, raisin intensity.",NUCLEAR_MATCH_V8
torrisi,Chateau D’yquem Sauternes 2016,,NV,57,750ml,DESSERT WINES,9,2,9,"silken, opulent, layered","foie_gras, blue_cheese, almond_dessert, date_cake",Benchmark 2016 Yquem: electric acidity under immense botrytised richness.,NUCLEAR_MATCH_V8
torrisi,Capovilla Grappa Di Amarone,,NV,57,750ml,GRAPPA,6,1,5,Rich,"Chocolate, Dried Fruit","Amarone grappa, raisin intensity.",NUCLEAR_MATCH_V8
marea,Bruschetta,,NV,56,750ml,General,7,3,5,"Toasty, rustic, juicy","bruschetta, tomato, sangiovese, italian",Tomato and olive oil love 2021 Chianti or Barbera.,NUCLEAR_MATCH_V8
marea,Assaggio Di Tre,,NV,56,750ml,General,8,1,5,"bright, saline, chalky","NV Champagne, Coastal Italian white, Crudo, Shellfish",Opening trio loves NV Champagne or razor-sharp coastal Italian whites.,NUCLEAR_MATCH_V8
marea,Casarecce,,NV,56,750ml,General,7,2,6,"supple, savory","Chianti Classico, Etna Rosso, Barbera, Hearty pasta","Casarecce with seafood or sausage works with high-acid, midweight reds.",NUCLEAR_MATCH_V8
torrisi,Duck Alla Mulberry,,NV,56,750ml,MAIN,7,6,8,"gamey, lacquered, plush","Duck, Pinot Noir",Duck richness sings with 2015 Côte de Nuits or structured Langhe Nebbiolo.,NUCLEAR_MATCH_V8
marea,Unknown,EQUIPO NAVAZOS,NV,55,750ml,SHERRY,9,1,5,"saline, electric, oxidative","tapas, umami",Intense NV sherry; serve cool in small white-wine stems.,NUCLEAR_MATCH_V8
torrisi,Black and White Foie Gras,,NV,55,750ml,SPECIALTIES,6,3,9,"silky, marbled, sweet-savory","Foie Gras, Off-Dry Sparkling",Foie wants 2015 Piedmont opulence or NV demi-sec Champagne.,NUCLEAR_MATCH_V8
modern,"Edaphos, Poor Ranch Vineyard",Ernest,2021,55,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,"'Misto Mare,' Uve Autoctone",Alois Lageder,2024,55,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Fumé Blanc,Grgich Hills,2021,55,375ml,1/2 BOTTLES - WHITE / SPARKLING,8,1,6,Crisp,,Classic white wine profile; bright and food-friendly.,SAFE_FALLBACK_V35
marea,Gnocchetti,,NV,54,750ml,General,8,1,6,"pillowy, succulent","NV Champagne, Vermentino, Falanghina, Shellfish pasta","Shellfish gnocchetti benefits from saline whites and precise, chalky bubbles.",NUCLEAR_MATCH_V8
marea,Marea Lobster Roll,,NV,52,750ml,General,8,1,7,"buttery, plush","NV Champagne, Blanc de Blancs, Chablis, Lobster",Butter-rich roll needs incisive bubbles or tense Burgundy Chardonnay.,NUCLEAR_MATCH_V8
marea,Fusilli,,NV,52,750ml,General,7,3,7,"dense, coating","Super Tuscan 2015, Bordeaux 2015, Structured red, Tomato pasta","Rich, meaty fusilli welcomes plush 2015 Tuscan or Bordeaux blends.",NUCLEAR_MATCH_V8
marea,Spaghetti,,NV,52,750ml,General,8,2,6,"bright, savory","Pinot Grigio, Vermentino, Etna Rosso, Seafood pasta",Tomato-based seafood spaghetti needs high-acid whites or light reds.,NUCLEAR_MATCH_V8
marea,Passera (Caviale),,NV,52,750ml,General,9,1,3,Electric,"Caviar, Sparkling",Caviar luxury met by chalky NV bubbles.,NUCLEAR_MATCH_V8
marea,Passera,,NV,52,750ml,General,7,2,5,"gentle, silky, rounded","white_fish, delicate_seafood, gavi, lugana",Delicate flatfish: avoid oak; think subtle lagoon whites.,NUCLEAR_MATCH_V8
torrisi,Antica Cuvee Riserva 5 Yr,Nonino,NV,52,750ml,Grappa,7,2,7,"Silky, vanilla, mellow wood","digestif, almonds",Elegant barrel-aged Nonino; refined and gently sweet impression.,NUCLEAR_MATCH_V8
torrisi,Nonino Antica Cuvee Riserva 5 Yr,,NV,52,750ml,GRAPPA,7,2,7,"Silky, vanilla, mellow wood","digestif, almonds",Elegant barrel-aged Nonino; refined and gently sweet impression.,NUCLEAR_MATCH_V8
marea,Pollo,,NV,51,750ml,General,8,2,5,Chalky,"Poultry, Herbaceous","NV Sparkler cuts poultry fat, echoes herbs.",NUCLEAR_MATCH_V8
torrisi,Grappa Di Barolo,Marolo,NV,50,750ml,Grappa,7,1,5,Tannic,"Truffles, Meat","Barolo grappa, rose and tar.",NUCLEAR_MATCH_V8
torrisi,Marolo Grappa Di Barolo,,NV,50,750ml,GRAPPA,7,1,5,Tannic,"Truffles, Meat","Barolo grappa, rose and tar.",NUCLEAR_MATCH_V8
milos,"Agiorgitiko, Driopi",Tselepos,2023,50,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
RH Guesthouse,Bordeaux 'Cuvée Colbert',La Croix Ducru-Beaucaillou,2018,50,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
marea,Marubini,,NV,49,750ml,General,7,2,7,"silky, savory","Barolo 2016, Barbaresco 2016, Chianti Classico, Braised meats",Meat-stuffed pasta wants midweight reds; 2016 Piedmont shines.,NUCLEAR_MATCH_V8
torrisi,Grappa Di Gravner Ribolla,Capovilla,NV,49,750ml,Grappa,7,1,4,Mineral,"Cheese, Herbs","Gravner Ribolla, orange wine spirit.",NUCLEAR_MATCH_V8
torrisi,Capovilla Grappa Di Gravner Ribolla,,NV,49,750ml,GRAPPA,7,1,4,Mineral,"Cheese, Herbs","Gravner Ribolla, orange wine spirit.",NUCLEAR_MATCH_V8
torrisi,Sea Bass Bouley,,NV,49,750ml,MAIN,7,2,7,"silky, aromatic, sauce-driven","Textured White, Burgundy",Richer white fish; 2022 Meursault-style Burgundy matches texture.,NUCLEAR_MATCH_V8
marea,Tonno Acqua Pazza,,NV,48,750ml,General,8,1,5,"saline, refreshing","Vermentino, Fiano, Carricante, Citrus seafood","Briny broth sings with mineral, sea-spray Italian whites.",NUCLEAR_MATCH_V8
marea,Astice,,NV,48,750ml,General,8,1,7,"creamy, luxurious","Chardonnay, Franciacorta, NV Champagne, Rich shellfish","Butter-poached lobster loves structured, leesy Chardonnay or aged Franciacorta.",NUCLEAR_MATCH_V8
marea,Branzino (Antipasti),,NV,48,750ml,General,8,1,5,"crisp, delicate","Pinot Grigio, Lugana, Etna Bianco, Delicate white fish","Simply grilled branzino needs precise, mineral-driven whites.",NUCLEAR_MATCH_V8
marea,Risotto Ai Funghi,,NV,48,750ml,General,7,3,7,"creamy, earthy","Barolo 2016, Red Burgundy 2016, Nebbiolo, Mushroom",Mushroom-driven umami pairs beautifully with 2016 Barolo or aged Burgundy.,NUCLEAR_MATCH_V8
marea,Spigola,,NV,47,750ml,General,7,1,6,"Flaky, medium‑rich, delicate","sea_bass, white_fish, chardonnay, mediterranean",Consider 2021 white Burgundy or Etna Bianco for lift.,NUCLEAR_MATCH_V8
marea,Tonno,,NV,47,750ml,General,7,2,7,"Meaty, oily, dense","tuna, meaty_fish, pinot_noir, etna_rosso",Medium reds like 2021 Burgundy or Etna Rosso excel.,NUCLEAR_MATCH_V8
marea,Alfonsino,,NV,47,750ml,General,7,1,6,"Rich, deep‑sea, succulent","deep_sea_fish, mediterranean, vermentino, fiano","Textured whites: Vermentino, Fiano, or 2022 Mâconnais.",NUCLEAR_MATCH_V8
marea,Scampi,,NV,47,750ml,General,8,1,5,"Sweet, briny, delicate","scampi, shellfish, riesling, champagne",Dry Riesling or NV Champagne highlights sweetness.,NUCLEAR_MATCH_V8
marea,Ricciola,,NV,47,750ml,General,7,2,6,"Firm, slightly oily, savory","amberjack, mediterranean, vermentino, light_red",Mediterranean whites or light reds; avoid aggressive tannin.,NUCLEAR_MATCH_V8
torrisi,Chicken Alla Griglia,,NV,47,750ml,MAIN,7,4,7,"smoky, herb-brushed, juicy","Grill, Bordeaux",Grilled chicken flexes: 2015 Bordeaux right bank shows plush fruit.,NUCLEAR_MATCH_V8
marea,Gambero Rosso,,NV,46,750ml,General,7,2,6,"juicy, supple","Lambrusco, Frappato, Light Sangiovese, Tomato seafood","Tomato and sweetness handle chillable, low-tannin Italian reds.",NUCLEAR_MATCH_V8
marea,Capesante (Antipasti),,NV,46,750ml,General,7,1,6,"creamy, supple, polished","scallops, butter_sauce, chardonnay, soave","If buttered, step up to textured Chardonnay or Soave.",NUCLEAR_MATCH_V8
marea,Bistecca or A5 Wagyu,,NV,45,750ml,General,6,8,9,"Marbled, intense, opulent","wagyu, steak, bordeaux, barolo, red_meat",2015/2016 Bordeaux or Barolo; tannin loves fat.,NUCLEAR_MATCH_V8
claud,Gattinara,Nervi-Conterno,2022,45,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,Sagrantino di Montefalco Passito,Paolo Bea,2011,45,2oz,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,Linguini in 15 Pink Littleneck Clams,,NV,44,750ml,PASTA,8,2,5,"briny, garlicky, silky","Clams, Coastal White",Fifteen clams call for brisk coastal Pinot Grigio or Vermentino.,NUCLEAR_MATCH_V8
torrisi,Linguini and 15 Pink Littleneck Clams,,NV,44,750ml,PASTA,8,2,5,"identical: briny, garlicky, silky","Clams, Coastal White","Same build as 530; think saline, electric coastal Italian white.",NUCLEAR_MATCH_V8
marea,Polipo,,NV,42,750ml,General,7,2,6,"savory, slightly smoky","Cerasuolo d’Abruzzo, Etna Rosato, Light Nebbiolo, Grilled seafood","Charred octopus loves rosato or pale, savory reds with lift.",NUCLEAR_MATCH_V8
torrisi,Agnolotti Angelino,,NV,40,750ml,PASTA,8,4,7,"buttery, veal-scented, pillowy","Piedmont, Barolo",Classic Piemontese agnolotti: 2016 Barolo structure meets delicate stuffing.,NUCLEAR_MATCH_V8
modern,"País/Cariñan, Pipeño Aupa, Maule",Viña Maitia,2023,40,Glass Pour,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,"Langhe Rosso, Piemonte",Roagna,2019,40,Glass Pour,General,8,6,5,Fresh,Pasta,Declassified Nebbiolo; fresh and bright.,GRAND_MASTER_V34
marea,Cannolicchio,,NV,39,750ml,General,8,1,4,"saline, stony, lithe","shellfish, vongole, pinot_grigio, sicilian_white","Shellfish sweetness needs cool, coastal, mineral‑driven whites.",NUCLEAR_MATCH_V8
torrisi,Raviolini with Blue Prawns and Saffron,,NV,39,750ml,PASTA,8,2,6,"saffron-creamy, marine, luxurious","Saffron, Champagne","Blue prawns and saffron adore textured, chalky NV Champagne.",NUCLEAR_MATCH_V8
ci siamo,brachetto d'acqui ∙ piemonte,BRAIDA,2024,38,375ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,"savagnin ouillé, arbois",domaine du pélican,2023,37,Glass Pour,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,Savagnin Ouillé,Domaine du Pélican,2023,37,Glass Pour,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,Grappa Riserva 7 Anni,Nardini,NV,36,750ml,Grappa,7,1,5,Smooth,"Cheese, Coffee","Aged 3yr, refined and mellow.",NUCLEAR_MATCH_V8
torrisi,Nardini Grappa Riserva 7 Anni,,NV,36,750ml,GRAPPA,7,1,5,Smooth,"Cheese, Coffee","Aged 3yr, refined and mellow.",NUCLEAR_MATCH_V8
torrisi,Octopus Nha Trang,,NV,36,750ml,SPECIALTIES,8,2,6,"grilled, spicy, saline","Spicy Seafood, Riesling-Friendly",Treat like spicy Vietnamese seafood; Riesling or vermentino frame the heat.,NUCLEAR_MATCH_V8
bad roman,Cabernet Sauvignon,Faust,2022,35,Glass Pour,By the Glass,6,8,9,Structured,,,HEURISTIC_V33
